UserID,IPID,AdID,ViewDate
4081662,1087002,23528721,2015-05-04 11:02:27
484486,1833750,2992943,2015-05-11 22:14:16
3384501,1003195,5493214,2015-04-29 20:41:42
3584236,1903524,11864603,2015-05-03 07:30:13
592370,503269,528109,2015-05-05 16:11:08
4215493,993355,13287622,2015-04-29 20:54:06
2194843,1274065,3861557,2015-05-12 15:28:58
782037,2254070,21838105,2015-04-25 16:42:29
4042610,15284,32920249,2015-05-18 16:08:47
1139718,1218331,2160425,2015-05-12 21:35:24
3686887,1944144,6862730,2015-05-08 19:27:23
1616763,2020000,24891241,2015-04-26 16:01:17
3553450,2125011,24394566,2015-05-10 14:24:26
3564881,2167201,3647578,2015-05-05 13:51:09
736293,2179343,1733237,2015-05-04 18:39:09
1523603,515145,20360584,2015-05-11 09:11:15
337202,234469,3946529,2015-04-25 08:20:40
2485175,1235920,17004092,2015-04-27 17:03:28
4025574,1186885,35148117,2015-05-15 14:58:13
3244931,1263204,35569253,2015-05-12 07:43:53
1979256,530425,36190206,2015-05-03 16:31:33
4227060,261566,15708383,2015-05-10 09:06:49
3072757,737263,32156644,2015-05-19 19:36:03
173693,1814203,5005809,2015-05-12 07:26:35
2035757,2059839,320777,2015-04-26 20:55:29
4218598,258912,33072756,2015-05-12 15:43:01
3933228,370536,7522762,2015-05-05 11:08:54
1955936,350821,19632705,2015-05-08 12:38:24
1203081,890269,25304528,2015-05-05 20:16:17
1762574,1808939,17673942,2015-05-12 12:03:30
779167,98419,10121355,2015-05-02 20:36:42
343089,881083,11016141,2015-05-10 17:16:26
3989363,2053759,884692,2015-05-13 21:34:57
1442938,384815,26202037,2015-04-29 15:55:07
4311044,548646,8410186,2015-04-25 16:32:38
2875082,539817,24127939,2015-05-11 17:21:53
1499332,778078,3470985,2015-04-30 09:03:02
818121,180861,22770894,2015-04-26 00:57:15
3484286,1599414,21611141,2015-05-06 11:21:58
1308771,1568045,16345014,2015-05-03 20:06:56
2517940,2248405,6271178,2015-05-16 21:24:44
2124967,790742,30168131,2015-05-04 08:58:06
1537294,849316,20639270,2015-05-05 20:58:57
3552827,1596470,797017,2015-05-12 19:08:06
2803658,2250301,31899030,2015-05-01 23:30:41
1940893,1098932,7322133,2015-05-01 22:31:15
4136397,1320156,32950446,2015-04-29 16:33:04
1636729,1710553,1628356,2015-05-11 22:50:23
2508814,286076,22053948,2015-05-12 22:21:24
2965497,429358,20062911,2015-05-12 16:19:21
1936694,394116,6369182,2015-05-16 16:09:18
3866540,1135204,19285156,2015-05-02 00:09:55
1781805,1759527,36449119,2015-05-08 06:12:53
3893158,1733724,23327544,2015-05-01 02:27:26
4161213,778448,8462370,2015-05-16 10:58:47
1599289,1377111,15049451,2015-05-17 17:28:50
3840025,460890,6058330,2015-05-04 14:56:24
3681351,421584,30312263,2015-05-03 20:54:09
1110323,523484,27331758,2015-04-27 14:17:22
1762490,1912701,27731535,2015-05-13 09:55:46
3641631,1830804,33405353,2015-04-30 21:36:34
2482760,2062525,23907975,2015-05-15 14:15:24
3483876,687363,16369240,2015-05-13 23:54:02
1482797,1613190,1561165,2015-04-26 08:02:39
1056939,494800,31704173,2015-05-16 14:28:23
2249228,688547,14226186,2015-05-14 13:55:20
2357857,362602,2516458,2015-05-15 18:57:30
3266543,157494,19383535,2015-05-12 15:24:10
1480248,1003330,3487092,2015-04-27 18:51:51
1100275,2025044,630984,2015-05-06 21:39:54
3425224,166543,31811788,2015-05-17 03:55:14
3711650,2092077,30729936,2015-05-03 09:53:59
3021595,1330187,8915243,2015-04-29 21:33:27
3877419,1629397,137208,2015-04-26 11:59:04
1066665,1210550,4382758,2015-05-15 14:56:00
3640629,1694662,29175380,2015-05-04 10:00:06
573499,1044441,35865789,2015-04-25 08:36:59
3153187,533859,11638041,2015-04-28 13:45:04
35266,2245396,13826368,2015-05-09 15:01:49
2911834,2221488,9251043,2015-04-29 18:35:59
2537565,2158523,11156658,2015-04-30 22:02:33
902850,950811,11600049,2015-05-07 22:34:40
3198996,894523,18584376,2015-05-10 13:47:11
2927472,1111223,31240196,2015-05-01 11:12:49
2752111,1574759,27770521,2015-05-08 10:30:09
1915136,1682355,34453292,2015-05-05 22:07:44
1464158,110864,33197501,2015-05-14 18:49:20
1191410,1363263,25877166,2015-04-28 21:49:01
1612582,1199118,6918788,2015-04-30 10:57:08
1701024,233644,16333527,2015-05-11 12:38:58
3024786,684887,35664452,2015-04-27 08:56:28
188609,1850805,36138369,2015-05-16 18:28:45
720727,443938,29931671,2015-04-29 11:18:27
324203,1215195,18963958,2015-04-30 21:25:06
3620155,1266497,13708770,2015-05-09 05:57:54
2814278,2152999,27198285,2015-05-10 07:03:10
567820,1116342,715943,2015-05-14 23:31:17
211262,211278,21338912,2015-05-05 20:19:44
2606406,1608757,9755947,2015-05-12 08:59:18
1663564,2211299,14450683,2015-05-14 00:25:33
2206426,57020,24136687,2015-05-08 15:51:31
147673,1998377,18255386,2015-04-25 08:21:28
3775238,2258429,31766137,2015-05-05 00:45:03
214163,1441714,6545767,2015-05-08 15:04:46
2881658,21913,20754343,2015-05-05 23:18:08
2087552,1846407,13562918,2015-05-16 20:52:09
1876733,1573540,35187629,2015-05-03 18:10:59
4062158,1175572,24943838,2015-05-16 23:03:43
3395681,503628,15747489,2015-05-08 07:08:33
3493961,263270,21284216,2015-04-26 12:01:05
3597425,2185439,16088488,2015-05-04 17:08:50
4248919,544587,8312661,2015-05-11 18:39:55
3112339,462251,26933818,2015-05-11 11:52:25
1709659,97519,32219905,2015-05-14 18:16:48
3298342,1070730,35163509,2015-05-18 07:49:40
2604580,1706703,23099451,2015-05-05 02:23:46
1108840,874222,22581533,2015-05-04 07:49:23
1690863,1481641,34745837,2015-05-02 09:09:58
2405873,596618,25707527,2015-05-10 10:11:03
1886767,581616,10516946,2015-05-08 11:25:06
669382,1994726,6090034,2015-05-01 17:21:38
2060245,1246573,7786781,2015-05-01 08:42:23
2766809,2003629,34790798,2015-04-27 19:57:18
3178822,365838,26062675,2015-05-01 11:04:47
3093001,1463534,16053671,2015-05-07 21:43:00
513605,1726367,29705713,2015-04-28 21:58:00
1995649,439478,11533766,2015-05-11 19:14:28
1652320,306684,4947838,2015-04-28 21:30:11
4289952,1693665,30359870,2015-05-11 17:25:46
2716033,133235,5071268,2015-05-04 22:59:36
715735,1195412,5488822,2015-05-05 20:32:43
3949829,685489,16313625,2015-05-09 17:44:50
1234377,2253797,18945513,2015-05-13 11:21:49
2256362,284861,4506489,2015-04-28 00:32:47
2947607,2250847,22972729,2015-05-14 14:12:39
334701,1148557,6583177,2015-05-15 07:44:14
212301,2104208,10264584,2015-05-18 08:32:50
432417,1106723,20492803,2015-05-11 13:42:17
2198324,1705502,32478197,2015-04-29 22:57:10
3477911,1268871,32198065,2015-05-13 20:44:29
254832,315991,32408631,2015-05-02 19:56:26
3735496,2149795,5994072,2015-04-27 17:14:34
1102099,2244121,33896917,2015-05-15 17:44:47
1240497,2097910,29559244,2015-05-13 10:59:39
3080520,439973,15280983,2015-05-07 12:40:09
2131405,1778921,16042209,2015-05-02 09:42:45
214098,624166,27115641,2015-05-07 23:24:10
1560641,631771,24084172,2015-05-18 13:07:24
1069701,2195066,5833063,2015-05-06 10:25:35
2344142,2052391,8397613,2015-05-14 10:48:13
760920,1995569,3410565,2015-04-27 14:41:50
949895,378096,30762411,2015-04-30 12:41:25
1223668,1991461,22597092,2015-05-08 08:15:22
691595,68295,8796306,2015-05-12 14:39:10
471274,1387040,22483507,2015-04-28 16:59:55
4167669,1981255,34148090,2015-05-16 18:25:58
2233740,1211946,25596874,2015-04-29 21:39:36
2867457,117588,2920404,2015-05-15 18:48:43
4002322,218890,8623760,2015-05-05 18:46:49
2675820,584848,16272546,2015-04-29 21:36:50
1884234,899675,3043305,2015-04-25 14:47:26
1062184,1300386,12093183,2015-04-25 13:03:02
705685,64629,21480000,2015-04-28 18:29:50
1581994,1031801,20836847,2015-05-12 16:53:59
3080124,577855,4176170,2015-05-12 14:40:53
4010094,1762798,8896247,2015-05-05 20:04:07
3366757,1310579,17275311,2015-04-27 20:55:25
326893,126172,5124988,2015-05-19 17:12:25
2030685,1772980,32512945,2015-04-29 11:57:52
4272524,483747,26684012,2015-05-11 15:18:43
1188639,1314094,15275085,2015-05-02 11:58:28
1713861,775325,192000,2015-04-28 21:53:02
4102096,709601,18107117,2015-05-05 10:40:53
71157,90346,21246475,2015-05-07 18:08:02
2470506,1720535,9008241,2015-05-07 08:24:48
3780180,2016444,126585,2015-05-04 13:53:39
250322,695982,36495672,2015-05-18 15:19:46
1172161,283689,2977901,2015-05-10 08:11:07
2772744,747370,10964321,2015-05-04 21:06:08
296601,2011699,12695736,2015-05-15 19:43:35
3128299,525101,35628592,2015-05-06 13:03:42
4122495,1589308,20042092,2015-05-02 10:26:06
3207376,155625,32757431,2015-05-06 23:07:19
512998,1538212,30313795,2015-05-08 17:09:58
3500091,2097456,17019715,2015-05-06 19:59:36
418886,364491,31823135,2015-05-06 12:23:24
3327744,2048177,5685922,2015-04-27 18:31:50
2201314,1890684,13225445,2015-05-07 15:35:33
4255699,1188790,24337853,2015-05-05 05:49:08
2898698,2128371,14631992,2015-05-16 10:41:30
4084964,1644833,22870623,2015-05-08 14:44:10
1539520,582025,17230629,2015-04-27 22:35:38
3215306,721319,8171586,2015-05-07 21:59:41
312686,534791,12791363,2015-05-13 22:16:43
1445680,2170910,33893824,2015-05-15 09:59:51
2623309,2151157,32996950,2015-05-01 14:52:51
1246918,1516458,9293446,2015-04-30 16:35:27
1234683,1852219,18337597,2015-05-01 11:39:00
3766565,1623858,33321711,2015-04-26 23:53:40
4118117,1218660,32339847,2015-05-04 22:07:19
2957776,661877,2356563,2015-05-16 23:47:07
881270,2198289,7226122,2015-05-02 23:15:18
2586803,1686753,9415474,2015-04-29 04:44:09
919659,900810,800510,2015-04-26 21:33:51
613508,1194500,23260589,2015-04-29 11:25:37
3982447,261718,35255683,2015-05-17 18:20:22
1116823,216585,6033194,2015-05-13 07:30:09
162857,402770,35623051,2015-05-10 21:52:58
986169,1039579,833984,2015-05-01 07:00:18
1846169,416042,22654869,2015-05-15 13:35:33
3996633,1951317,25323164,2015-05-04 23:15:03
683926,2004783,5283228,2015-05-13 10:06:18
2612074,1613009,29373582,2015-05-14 11:22:24
2459590,997656,32046838,2015-05-02 22:15:40
2936376,2244072,20610358,2015-04-25 10:08:58
681841,270198,33432384,2015-04-26 20:30:06
533495,630027,32808875,2015-05-08 16:27:39
2430966,718480,15814653,2015-04-27 18:27:12
1455266,1597917,23768405,2015-05-11 10:40:26
606480,1729618,28100595,2015-05-08 16:24:05
2664238,2024719,14863153,2015-05-14 16:24:17
374521,1208863,34515112,2015-05-06 11:32:43
1149179,650548,15200037,2015-05-05 23:07:31
2831631,1439923,15017534,2015-05-08 23:14:59
117181,1302467,9524194,2015-05-07 15:51:25
197953,2230487,670100,2015-05-08 18:32:07
227193,1403578,21029375,2015-05-15 13:50:17
1746935,1415495,22868683,2015-04-29 01:45:01
739380,339082,3817948,2015-05-09 14:35:52
285214,1511335,22172358,2015-05-08 21:08:16
757795,1380113,9871769,2015-04-28 18:04:51
4253398,176491,10973681,2015-05-10 00:30:42
2397860,952034,1955867,2015-05-12 16:19:59
512493,482818,22919157,2015-05-18 21:04:43
4007417,1012202,23334811,2015-05-07 13:28:17
3391887,426169,2393904,2015-05-12 01:50:13
4318158,128190,2376900,2015-05-14 19:15:05
1427488,651147,6572633,2015-05-18 18:52:16
612229,821592,34923681,2015-05-11 14:33:13
2903133,1696602,10405157,2015-04-26 17:37:01
3888440,226737,658674,2015-05-16 20:10:48
740620,1567206,9760720,2015-05-07 10:53:38
1698355,1048942,489531,2015-05-10 11:15:04
2559140,676736,28791062,2015-05-11 11:58:26
736480,2174916,32867419,2015-05-08 05:21:37
3812000,1205463,22465457,2015-05-07 12:45:37
116828,1187890,35484383,2015-05-16 08:57:02
4302594,470725,14572434,2015-05-20 16:29:11
2054087,1130729,7183936,2015-05-09 21:34:04
476122,1002648,6174671,2015-05-08 15:57:18
906473,1563660,21740137,2015-05-13 13:49:40
357800,773436,15659925,2015-05-14 20:11:23
3473653,1474294,31025732,2015-05-11 22:37:42
1556756,292147,24145004,2015-04-30 15:22:37
609520,1238168,6048856,2015-05-05 16:57:56
1253393,708587,29825464,2015-05-14 19:13:55
2427642,1259155,684699,2015-04-28 08:12:44
3739464,114188,15427500,2015-04-27 22:01:01
3879612,1057682,27788615,2015-05-17 01:32:59
453632,776454,11598745,2015-04-27 13:02:26
1546226,279668,27182104,2015-05-09 08:24:32
2339094,573970,23284379,2015-05-04 15:05:32
766564,1024258,34897821,2015-05-10 21:29:27
1448224,214589,23979604,2015-05-17 22:12:44
1424565,849316,194290,2015-05-13 18:30:18
2396929,836968,6285313,2015-05-13 22:30:35
1283712,1725340,36792581,2015-05-16 16:13:56
2910060,1234013,5602857,2015-05-07 15:17:01
2089973,2099094,28226302,2015-05-13 13:55:29
4276880,817819,24572722,2015-05-01 09:32:51
3881147,156538,5935208,2015-05-19 23:58:09
2515444,709855,35388026,2015-04-28 19:32:31
4299732,1578113,16207960,2015-04-30 16:48:11
752442,255489,3329539,2015-05-09 22:26:25
2779893,723722,4534794,2015-05-15 07:23:31
2630860,2110940,33548801,2015-05-03 22:31:47
3459601,378013,28308480,2015-04-29 11:47:56
3004654,494691,23090377,2015-05-16 15:50:27
1804283,1591206,25717236,2015-04-30 19:44:31
3772560,1912518,14920000,2015-05-14 13:14:37
2556095,367426,6657908,2015-05-08 06:52:10
2952993,2181624,20083039,2015-05-04 19:52:46
4102013,1159426,21526390,2015-05-11 21:36:16
1919881,1692238,28905430,2015-05-11 13:45:42
3654425,1034608,35516795,2015-04-26 02:56:03
3744901,616919,24533901,2015-05-17 13:42:39
1602256,1254507,15249016,2015-05-11 13:18:59
3296238,1875491,15754237,2015-05-06 17:58:34
977390,1348758,12393718,2015-05-12 21:37:12
696868,1919159,11573674,2015-04-27 18:06:23
2183712,1095458,17925120,2015-05-04 20:24:57
408500,1489149,30557718,2015-05-06 22:26:08
1026774,1859342,18516672,2015-05-07 21:59:48
2578324,564255,8947689,2015-05-15 23:16:45
3087279,130735,20403597,2015-04-27 16:21:56
323646,376209,6296769,2015-04-28 08:05:07
2431314,2103020,9669638,2015-05-19 06:56:01
425349,852313,7567865,2015-04-28 13:37:34
376033,1347700,8312399,2015-04-25 11:19:06
3047599,1686635,29885167,2015-05-05 09:04:35
2218266,858351,5999639,2015-05-04 19:41:51
436021,691135,8428432,2015-05-02 11:43:06
4100327,795746,13258390,2015-05-18 17:42:09
1463156,128955,8938020,2015-05-08 03:44:59
304428,626605,13658440,2015-05-19 09:22:41
1934126,827758,32584733,2015-04-26 20:10:09
1164697,437052,5572751,2015-05-18 12:31:12
2059584,1317002,30930551,2015-05-12 15:20:53
2738868,838328,2637062,2015-05-13 17:01:36
3509714,340097,22130567,2015-05-07 06:37:25
651845,1737735,26304287,2015-04-25 07:52:19
4214612,2024411,31450657,2015-05-08 11:30:49
4004966,1534195,9692148,2015-05-06 15:05:11
2280069,1117876,3403223,2015-05-07 18:49:34
1327173,1877478,20929832,2015-05-01 00:05:48
2892193,1365096,18073044,2015-04-30 18:13:03
20701,294533,15854448,2015-05-12 13:16:40
275901,921787,22595266,2015-05-14 22:21:27
2470302,475550,15367953,2015-05-14 20:59:53
3041124,563053,35173592,2015-05-05 17:05:24
2713043,359206,30376510,2015-05-11 00:22:21
3070414,1362555,32409902,2015-05-06 13:03:15
1304773,1482658,34708852,2015-05-04 16:56:25
3992586,795508,27047182,2015-04-25 18:14:07
3543323,168917,17761490,2015-05-06 16:11:38
3998650,1125909,18025733,2015-05-07 08:39:30
1902445,514594,18998270,2015-04-30 23:37:26
2723644,1258115,6009523,2015-04-27 02:01:28
137434,1567509,7129138,2015-05-12 16:18:43
134481,1628973,3167913,2015-05-04 23:35:25
521820,1515359,7521920,2015-05-13 08:00:51
2325573,2170770,492688,2015-04-27 13:22:34
1021128,1397673,26014109,2015-05-08 07:33:33
3568994,99582,24264956,2015-04-25 20:49:40
3262429,1906952,7250013,2015-05-01 16:00:02
2521393,1659088,23142238,2015-05-02 01:22:41
1712993,1552943,29060431,2015-05-04 17:00:34
1402163,1496971,6557954,2015-05-10 16:58:51
1038156,1995140,19493504,2015-05-06 13:49:55
2497859,1507921,24690077,2015-05-18 23:58:06
2461761,1779744,14059783,2015-05-07 19:32:50
1023263,719297,11527557,2015-05-03 18:52:20
3855763,393352,8480790,2015-05-03 06:28:39
182931,1057551,1915021,2015-05-08 18:25:47
3181948,326704,20207154,2015-05-01 21:51:11
4087600,1918613,35024162,2015-05-03 21:20:49
869542,1438824,29786571,2015-04-28 13:10:45
1965714,1092593,9769279,2015-04-26 20:21:54
2509451,1880371,34021619,2015-05-18 07:54:10
2458317,10468,22349808,2015-05-11 00:21:51
2812485,2131053,7736836,2015-05-05 22:49:11
3161515,1621929,12037006,2015-05-16 16:14:14
1706954,1727245,35039841,2015-05-06 14:05:56
3440975,1891009,11650664,2015-05-01 22:31:02
1549863,1049961,17481830,2015-05-08 13:52:24
3639978,1198498,27266302,2015-05-14 22:18:51
2779612,997439,2424987,2015-04-28 17:12:30
3657868,970283,4397143,2015-05-03 15:49:52
2650151,1737149,25313968,2015-05-10 18:48:12
2924731,550858,30978420,2015-04-29 08:11:19
3706252,1961556,17590997,2015-05-15 20:36:44
4009292,513365,5437392,2015-04-25 11:15:17
1655491,2259005,27037578,2015-05-02 09:39:58
3026217,642931,10856195,2015-05-17 07:59:39
3108768,44258,1324945,2015-05-03 23:49:54
270205,1657909,24040090,2015-05-10 17:13:42
98355,1571599,8539064,2015-05-09 08:42:53
2050749,828531,29695725,2015-05-09 11:58:12
4053032,1195451,6955887,2015-04-27 16:07:40
1153144,54872,13741081,2015-05-09 18:01:09
3418652,1342990,33707700,2015-05-10 19:09:26
3872480,2115315,5189450,2015-04-27 19:56:42
2729634,1475373,31578453,2015-05-15 22:55:33
2773414,1758250,25254215,2015-05-09 09:01:53
3415347,430797,6921582,2015-05-18 14:56:00
3972763,1457659,6985660,2015-04-26 17:02:25
2637388,1051340,1610178,2015-04-25 23:58:59
3131727,925242,22604494,2015-05-11 14:56:03
3465221,1269742,28070525,2015-04-27 22:11:05
2279951,1452026,13255478,2015-05-02 20:00:27
2775383,1642335,11703581,2015-05-13 21:55:37
2686655,138527,8024632,2015-05-07 07:02:12
686945,721287,33306928,2015-05-15 22:07:27
3442987,34932,30443703,2015-05-07 18:16:08
2756452,449943,23682210,2015-05-10 22:49:36
4244340,655114,13646810,2015-05-15 11:09:01
3476627,900789,16945548,2015-04-29 16:12:13
845615,325448,33584269,2015-04-29 16:01:28
365041,1325078,29300031,2015-05-07 18:24:01
1081473,1049168,161414,2015-05-15 09:31:11
32713,1844279,21417470,2015-05-15 10:00:36
3895768,1062631,19609287,2015-05-15 10:43:28
2798475,1205214,21641450,2015-05-12 13:37:41
740069,2247765,27565200,2015-05-13 15:37:34
2138009,235642,35193769,2015-05-15 10:20:08
3900710,1170220,25740162,2015-05-04 18:46:40
3645542,533693,22307862,2015-05-03 15:40:19
1478854,1614523,28740501,2015-04-25 22:11:45
2934722,744735,4730180,2015-05-02 13:04:30
3735894,814196,18818793,2015-05-02 07:51:43
1471205,96457,13585695,2015-05-08 06:12:19
4243102,437753,4807995,2015-04-29 07:18:12
2321766,1932085,11067429,2015-04-26 20:29:12
2537257,1637966,15661905,2015-05-15 23:32:06
2338564,1058958,7021713,2015-04-30 14:57:32
1211950,2204371,21764916,2015-05-02 20:18:45
60223,881664,8649203,2015-05-03 17:52:24
526603,1503952,24134034,2015-05-16 21:04:13
1255654,177517,7308539,2015-04-25 15:20:03
196639,747975,18885480,2015-05-02 16:38:49
4063955,258978,1878535,2015-05-11 17:38:17
117724,55026,14678593,2015-04-27 20:18:08
4105053,2145749,26919923,2015-05-06 17:54:29
2570239,721893,742189,2015-05-02 07:58:56
