AdID,LocationID,CategoryID,Params,Price,Title,IsContext
12846231,3960,34,"{817:'Стекла', 5:'Запчасти', 598:'Для автомобилей'}",4500.0,Лобовое стекло на авео т250,0
25526227,3960,60,"{178:'Для девочек', 179:'Брюки', 111:'86-92 см (1-2 года)'}",100.0,"Джинсы, брючки для девочки",0
1961673,2225,38,"{45:'Предметы интерьера, искусство'}",4500.0,Статуэтка,0
7696244,235,47,{127:'Товары для кормления'},1500.0,Стульчик для кормления,0
34984334,3960,22,"{89:'42–44 (S)', 83:'Пиджаки и костюмы', 175:'Женская одежда'}",2000.0,"Костюм ""якорь """,0
7135704,4294,34,"{709:'Шины', 731:'175', 732:'65', 733:'13', 734:'Летние', 5:'Шины, диски и колёса'}",500.0,Michelin Energy 1 штука,0
34973363,3960,22,"{88:'37', 83:'Обувь', 175:'Женская одежда'}",1000.0,Продаются сапоги женские зимние винтаж СССР,0
3515136,1294,250005,"{716:'Транспорт, перевозки', 717:'Грузоперевозки'}",0.0,Доставим попутно,0
34518271,3960,37,{14:'Марки'},4000.0,Космос конверты 32 шт. + 1,0
16136116,1866,47,{127:'Игрушки'},1200.0,Гараж-гоночная трасса Little People (Fisher Price),0
12144946,3960,44,{223:'Плёночные фотоаппараты'},500.0,Зенит В без объектива,0
13855877,1096,54,"{549:'1', 201:'Продам', 498:'Кирпичный', 499:'Вторичка', 566:'Не первый и не последний', 575:'5-8'}",1200000.0,"1-к квартира, 44 м², 5/6 эт.",0
15339555,3540,53,{181:'Промышленное'},1.0,"Шаровые краны Ду-800.700.600.500 KMC, Klinger и др",0
13054502,2643,54,"{549:'3', 201:'Продам', 498:'Панельный', 499:'Вторичка', 566:'Не последний', 575:'9-12'}",3000000.0,"3-к квартира, 65 м², 1/9 эт.",0
27354565,2840,34,"{5:'Запчасти', 598:'Для водного транспорта'}",14000.0,З/ч винт Express сталь 10 1/2x15 (11/12/13) USA,0
10819076,2450,33,"{531:'Поселений (ИЖС)', 203:'Продам'}",299500.0,Участок 12 сот. (ИЖС),0
16548462,3960,37,{14:'Календари'},200.0,Календарь грады и замки Словакии,0
11436219,1261,22,{175:'Аксессуары'},600.0,Клатч,0
32039162,4005,38,{45:'Столы и стулья'},1300.0,Барные стулья в наличии,0
4662603,1000034,33,"{531:'Сельхозназначения (СНТ, ДНП)', 203:'Продам'}",300000.0,"Участок 14 га (СНТ, ДНП)",0
11290487,3953,57,{130:'Парфюмерия'},199.0,Мужская туалетная вода amazonia 30 мл,0
18443875,3960,53,{181:'Для магазина'},13610.0,"Sewoo LK-T12 US (RS232, USB)",0
15373176,3953,6,"{200:'Сниму', 778:'На длительный срок'}",10000.0,Сниму комнату,0
24655365,44,60,"{120:'74-80 см (7-12 мес)', 178:'Для мальчиков', 110:'Комбинезоны и боди'}",800.0,Костюм adidas,0
32226759,3960,5,{165:'Фитнес и тренажёры'},999.0,Грифы гантэльные с замками,0
11521581,3953,50,{44:'Инструменты'},14900.0,Воздушный компрессор Storm 100,0
36021190,2430,38,{45:'Шкафы и комоды'},12990.0,"Шкаф с комодом ""Рамочный"" (с зеркалами)",0
3530599,2230,60,"{178:'Для девочек', 115:'110-116 см (4-6 лет)', 179:'Платья и юбки'}",75.0,Юбочка,0
1393799,3960,37,{14:'Другое'},225.0,"Roman Rain + Otto Dix ""31.0345 Years Of Dread"" CD",0
14517567,3679,33,"{531:'Поселений (ИЖС)', 203:'Продам'}",700000.0,Участок 10 сот. (ИЖС),0
20797255,3960,22,{175:'Аксессуары'},6000.0,Сумка Louis Vuitton Icare,0
9120469,3953,19,"{535:'Квартира, апартаменты', 205:'Продам', 77:'Болгария'}",1507500.0,Квартира (Болгария),0
21699977,3031,22,"{83:'Верхняя одежда', 86:'48–50 (XL)', 175:'Женская одежда'}",1500.0,Parka,0
28195520,3953,27,"{48:'Климатическое оборудование', 489:'Обогреватели'}",300.0,Конвекционные обогреватели СССР,0
24239507,3061,34,{5:'Аксессуары'},1000.0,Тоёта ноах-вокси 2002-2005,0
30880557,3960,60,"{178:'Для девочек', 115:'122-128 см (6-8 лет)', 179:'Платья и юбки'}",900.0,Нарядное бальное платье,0
28633219,2230,50,{44:'Стройматериалы'},50.0,Грунт для отсыпки,0
28927973,3960,34,{5:'Аудио- и видеотехника'},35000.0,Продам сабвуфер FI Car Audio team 18 D1,0
9075645,230,250006,"{712:'Полный день', 827:'Более 1 года', 711:'Строительство'}",75000.0,Каменщики вахта,0
21843952,3921,54,"{549:'3', 201:'Продам', 498:'Кирпичный', 499:'Вторичка', 566:'Не первый и не последний', 575:'9-12'}",7700000.0,"3-к квартира, 80 м², 2/10 эт.",0
19972959,2430,22,"{88:'37', 83:'Обувь', 175:'Женская одежда'}",0.0,Угги новые,0
1221037,1000031,250006,"{712:'Полный день', 827:'Не имеет значения', 711:'Туризм, рестораны'}",20000.0,Официант,0
29100809,3976,42,"{202:'Продам', 556:'Дом', 525:'20'}",2250000.0,Дом 92 м² на участке 7 сот.,0
14555321,3960,34,,250.0,Пружина сцепления 2T Stels/Стелс Skif,0
8098240,2077,22,"{83:'Верхняя одежда', 86:'44–46 (M)', 175:'Женская одежда'}",3000.0,Продам хорошее пальто),0
26845258,3960,38,"{45:'Предметы интерьера, искусство'}",150000.0,Плед из натурального меха енота,0
2056582,258,42,"{202:'Продам', 556:'Дом', 525:'1'}",3600000.0,Дом 160 м² на участке 25 сот.,0
10406398,3960,22,"{88:'39', 83:'Обувь', 175:'Женская одежда'}",5500.0,Лоферы Ice Iceberg,0
35236332,1653,54,"{549:'2', 201:'Продам', 498:'Кирпичный', 499:'Новостройка', 566:'Не первый и не последний', 575:'9-12'}",3400000.0,"2-к квартира, 61 м², 4/10 эт.",0
31769977,2757,45,{211:'Лабрадор'},30000.0,Перспективные девочки лабрадора от Чемпионов,0
29823116,1136,34,"{709:'Шины', 731:'225', 732:'55', 733:'18', 734:'Летние', 5:'Шины, диски и колёса'}",9000.0,Летние шины Dunlop 7000 sport 225/55 R18,0
26988395,346,14,{42:'Автобусы'},1890000.0,Туристический автобус Andare 850 (на шасси Daewoo),0
3214537,1344,20,,450.0,Амадины,0
35149436,1000031,32,"{536:'Сдам', 554:'Производственное помещение'}",110000.0,"Цех, 200 м² на Кубанской",0
6781468,305,22,"{96:'48–50 (L)', 176:'Верхняя одежда', 175:'Мужская одежда'}",7000.0,Пиджак кожаный,0
5888260,813,43,"{1283:'С пробегом', 633:'Серый', 184:'100 000 - 109 999', 695:'Передний', 632:'1.6', 210:'ВАЗ (LADA)', 185:'Механика', 696:'левый', 697:'Не битый', 186:'Бензин', 187:'Хетчбэк', 188:'2005', 280:'2112'}",125000.0,"ВАЗ 2112, 2005",0
15103493,3960,53,{181:'Другое'},22200.0,Светодиодный прожектор PAR March LP-54C,0
11021716,303,2,,15000.0,Ноутбук asus,0
12631911,1957,57,{130:'Приборы и аксессуары'},225.0,Оборудование для мастеров ногтевого сервиса,0
4801636,2773,33,"{531:'Поселений (ИЖС)', 203:'Продам'}",500000.0,Участок 11 сот. (ИЖС),0
21526669,3960,5,{165:'Ролики и скейтбординг'},1000.0,"Скейтборд/Лонгборд mini 22 ""X6"" 608Z",0
12302962,3953,22,"{91:'Без размера', 83:'Рубашки и блузки', 175:'Женская одежда'}",3500.0,Хлопковая рубашка свободного кроя,0
10188984,853,41,{143:'iPhone'},35000.0,Айфон 6 плюс,0
6047711,3540,34,"{817:'Подвеска', 5:'Запчасти', 598:'Для автомобилей'}",1500.0,Стойки ваз2109 в сборе с тормозными дисками,0
20344113,4145,34,"{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}",700.0,Бампер митсубиси лансер х,0
20883820,182,54,"{576:'17-25', 550:'1', 201:'Сдам', 503:'Панельный', 567:'Не первый и не последний', 504:'На длительный срок'}",20000.0,"1-к квартира, 44 м², 12/17 эт.",0
1781398,3960,34,"{5:'Запчасти', 598:'Для автомобилей'}",1000.0,Задние стёкла симпреза gf,0
15194511,2224,47,{127:'Детские коляски'},10000.0,Детская коляска Navington Galeon 2 в 1,0
16499986,3953,43,"{258:'Vito', 1283:'С пробегом', 633:'Зелёный', 184:'300 000 - 309 999', 695:'Передний', 632:'2.2', 210:'Mercedes-Benz', 185:'Автомат', 696:'левый', 697:'Не битый', 186:'Дизель', 187:'Микроавтобус', 188:'2000'}",380000.0,"Mercedes-Benz Vito, 2000",0
14510757,1344,41,{143:'Samsung'},19000.0,Samsung galaxy S 5,0
24700176,3953,34,{5:'Автокосметика и автохимия'},100.0,"Летняя омывающая жидкость, омывайка",0
34637921,343,42,"{202:'Продам', 556:'Дача', 525:'31'}",450000.0,Дача 20 м² на участке 6 сот.,0
20063907,3960,34,"{5:'Запчасти', 598:'Для мототехники'}",3000.0,Решетка радиатора VTX - 1300,0
11888873,1592,51,"{148:'Расходные материалы', 485:'Картриджи'}",2070.0,Набор для печати Canon KP-108IN,0
5262362,1261,6,"{200:'Продам', 511:'2', 564:'Не первый', 517:'Кирпичный', 573:'5-8'}",950000.0,"Комната 20 м² в 2-к, 5/5 эт.",0
9545195,1261,34,{5:'Аудио- и видеотехника'},3390.0,Сабвуфер корпусной ArtSound HIT10RS,0
32986833,2294,60,"{112:'Без размера', 178:'Для девочек', 179:'Верхняя одежда'}",375.0,Жилетка,0
17046100,1261,16,{162:'Аксессуары'},2700.0,"Басовая педаль ""вау-вау"" AMT Electronics WH-1B",0
2614635,3953,34,"{709:'Шины', 731:'315', 732:'35', 733:'20', 734:'Летние', 5:'Шины, диски и колёса'}",2700.0,315/35R20 Bridgestone Dueler H/P Sport,0
17964911,230,34,"{817:'Двигатель', 5:'Запчасти', 598:'Для автомобилей'}",0.0,Двигатель 1.4 на Форд фьюжен,0
13061133,3198,250005,"{716:'Няни, сиделки'}",0.0,Нянечка,0
17841290,1301,54,"{549:'2', 201:'Продам', 498:'Кирпичный', 499:'Вторичка', 566:'Не последний', 575:'5-8'}",1550000.0,"2-к квартира, 46 м², 1/5 эт.",0
7578220,992,53,{181:'Промышленное'},230000.0,"Широкоуниверсальный фрезерный станок 6Т80Ш, 1991 г",0
28933983,3953,29,"{483:'Комплектующие', 631:'Жёсткие диски'}",600.0,HDD 3.5 160GB Maxtor,0
10110296,3425,54,"{549:'1', 201:'Продам', 498:'Панельный', 499:'Вторичка', 566:'Не первый и не последний', 575:'9-12'}",2350000.0,"1-к квартира, 33 м², 6/9 эт.",0
24740385,1261,29,"{483:'Комплектующие', 631:'Звуковые карты'}",500.0,Звуковая карта Creative Sound Blaster Live CT4830,0
30827007,3976,54,"{576:'5-8', 550:'2', 201:'Сдам', 503:'Кирпичный', 567:'Не первый и не последний', 504:'На длительный срок'}",16000.0,"2-к квартира, 45 м², 3/5 эт.",0
1064527,44,38,"{45:'Предметы интерьера, искусство'}",3500.0,Фарфоровая фигура СССР-цыганка,0
7330430,4545,50,{44:'Садовая техника'},10000.0,Продается электрическая газонокосилка,0
36136058,2875,34,"{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}",11000.0,Крыша Ford Focus 2 седан,0
6618490,2277,47,{127:'Детская мебель'},1000.0,Столик со стульчиком детский,0
14600146,2164,34,"{817:'Электрооборудование', 5:'Запчасти', 598:'Для автомобилей'}",4500.0,Моторчик печки ниссан b15 санни nissan sunny,0
20494643,3018,54,"{549:'3', 201:'Продам', 498:'Кирпичный', 499:'Вторичка', 566:'Не первый и не последний', 575:'5-8'}",9350000.0,"3-к квартира, 135 м², 4/7 эт.",0
16888618,2277,500001,{820:'Другое'},360000.0,"Продам фирму с льготами оэз, усн 15",0
34561338,3953,34,"{817:'Рулевое управление', 5:'Запчасти', 598:'Для автомобилей'}",1.0,Рейка Рулевая Skoda Шкода,0
8407147,3335,9,{51:'Посуда'},0.0,Самовар дровяной,0
23610357,1653,41,"{480:'Чехлы и плёнки', 143:'Аксессуары'}",350.0,Чехол и пленка Honor Pro (Ascend G600),0
33737780,3960,52,{167:'Книги'},50.0,"Н. Александрова. Серия ""Лола и Маркиз""",0
32306166,2260,34,"{709:'Шины', 731:'215', 732:'55', 733:'17', 734:'Летние', 5:'Шины, диски и колёса'}",5500.0,Шины Kumho,0
32668278,1261,26,{132:'Музыка и фильмы'},20.0,Диски MP3 с электронной музыкой,0
11702299,2840,60,"{178:'Для мальчиков', 124:'23', 110:'Обувь'}",300.0,Босоножки новые,0
951296,1152,41,"{480:'Чехлы и плёнки', 143:'Аксессуары'}",550.0,Чехол-книжка для Samsung G850/ Galaxy Alpha,0
5826454,3953,34,{5:'Аксессуары'},11000.0,Защита днища на квадроциклы cfmoto (cf moto),0
18485232,227,250006,"{712:'Полный день', 827:'Более 3 лет', 711:'Производство, сырьё, с/х'}",0.0,На работу требуется пекарь-кондитер,0
3180279,1957,54,"{576:'< 5', 550:'Студия', 201:'Сдам', 503:'Кирпичный', 567:'Не последний', 504:'Посуточно'}",450.0,"Студия, 45 м², 1/3 эт.",0
13620411,4568,43,"{1283:'С пробегом', 633:'Чёрный', 1159:0, 210:'Toyota', 184:'15 000 - 19 999', 1162:0, 1165:0, 1135:0, 632:'3.0', 1138:0, 277:'Land Cruiser Prado', 695:'Полный', 696:'правый', 697:'Не битый', 186:'Бензин', 187:'Внедорожник', 188:'2009', 185:'Автомат'}",1450000.0,"Toyota Land Cruiser Prado, 2009",0
36286075,1299,34,"{817:'Кузов', 5:'Запчасти', 598:'Для автомобилей'}",5000.0,Бампер б/у,0
24257898,3960,34,{5:'Аксессуары'},1000.0,Дефлектор салона тайота,0
35912672,2230,23,{7:'Моторные лодки'},23900.0,Моторно-гребная лодка Хантер 320лк,0
27535806,2757,22,"{90:'42–44 (S)', 83:'Платья и юбки', 175:'Женская одежда'}",2300.0,Продам новое платье,0
