session_id,user_id,group,date,time_on_page,offers_viewed_per_session,offers_clicked_per_session
759176,901164,control,2026-05-01,214,10,3
748564,330069,test,2026-05-01,165,7,1
479201,703656,control,2026-05-01,75,3,1
705397,987624,test,2026-05-01,307,20,3
301629,936124,control,2026-05-01,1026,10,0
838797,507290,control,2026-05-01,910,25,5
172933,472039,test,2026-05-01,197,15,3
148050,979988,test,2026-05-01,523,21,7
793384,986278,control,2026-05-01,1632,16,2
338968,282150,test,2026-05-01,91,12,2
910620,284654,test,2026-05-01,358,9,3
403445,348041,control,2026-05-01,559,7,0
183667,721301,control,2026-05-01,424,17,1
996865,433451,control,2026-05-01,983,13,1
344098,945372,test,2026-05-01,93,15,5
205907,873959,test,2026-05-01,153,16,1
498591,831514,control,2026-05-01,830,13,3
391476,476211,control,2026-05-01,76,9,1
575435,720298,control,2026-05-01,945,17,1
766563,129576,test,2026-05-01,658,11,3
974628,837623,test,2026-05-01,881,12,2
482554,834591,test,2026-05-01,262,15,2
270555,468765,test,2026-05-01,699,11,1
488162,695225,test,2026-05-01,130,2,0
472528,690984,test,2026-05-01,277,17,3
319684,249005,control,2026-05-01,435,18,2
802729,690462,test,2026-05-01,170,2,0
379946,297377,control,2026-05-01,522,6,0
835911,977340,control,2026-05-01,133,22,5
816751,949767,control,2026-05-01,549,13,3
779514,616137,test,2026-05-01,2396,12,3
174870,668458,control,2026-05-01,119,9,0
738720,424065,control,2026-05-01,410,6,1
765822,284084,control,2026-05-01,83,11,0
279451,614259,control,2026-05-01,182,16,2
660086,139807,control,2026-05-01,847,11,1
864544,194641,control,2026-05-01,272,15,4
356702,158896,test,2026-05-01,882,20,7
271339,343923,control,2026-05-01,599,9,2
584714,730889,test,2026-05-01,393,13,2
497887,329437,control,2026-05-01,149,17,2
383060,120896,test,2026-05-01,833,7,0
771088,652021,test,2026-05-01,569,12,3
821590,601207,control,2026-05-01,91,21,4
684004,100716,control,2026-05-01,160,10,2
330283,447848,test,2026-05-01,26,17,4
817870,743966,test,2026-05-01,107,11,3
440035,311250,control,2026-05-01,306,20,2
983794,945619,test,2026-05-01,146,3,0
905635,236828,control,2026-05-01,182,12,4
913694,457311,test,2026-05-01,1686,4,1
158655,851763,control,2026-05-01,1174,8,2
340174,286080,control,2026-05-01,209,8,0
961722,941403,test,2026-05-01,928,10,1
133659,985296,test,2026-05-01,1414,6,1
944151,439307,test,2026-05-01,779,11,1
430776,162448,control,2026-05-01,566,14,4
520651,122977,control,2026-05-01,1259,4,0
380746,254887,control,2026-05-01,906,8,3
169403,715104,test,2026-05-01,124,24,3
321231,838927,test,2026-05-01,347,13,0
694731,248533,test,2026-05-01,241,2,0
852787,911982,test,2026-05-01,1329,4,0
429963,216308,control,2026-05-01,234,13,2
322955,987599,control,2026-05-01,197,12,1
787277,651860,control,2026-05-01,1172,9,1
623481,482614,test,2026-05-01,544,22,5
514850,176054,control,2026-05-01,3469,25,2
774079,491738,control,2026-05-01,177,10,0
581141,838761,control,2026-05-01,249,16,2
249811,794303,control,2026-05-01,1289,16,3
377746,514812,test,2026-05-01,116,17,5
246413,714483,test,2026-05-01,1571,8,2
358607,205939,control,2026-05-01,125,21,6
881177,452909,test,2026-05-01,772,11,1
688637,416423,test,2026-05-01,66,14,1
665158,438273,control,2026-05-01,439,12,3
375504,243079,control,2026-05-01,106,11,3
883300,265154,control,2026-05-01,2882,13,2
712982,867926,test,2026-05-01,143,6,1
549245,558089,test,2026-05-01,183,2,0
711878,930307,control,2026-05-01,717,10,1
518801,770318,control,2026-05-01,230,7,0
479580,610866,control,2026-05-01,845,14,0
329974,780714,control,2026-05-01,206,14,3
245051,432695,control,2026-05-01,190,12,0
634277,282664,control,2026-05-01,408,19,2
617488,841535,test,2026-05-01,124,11,4
195325,689275,control,2026-05-01,624,4,0
892495,827250,control,2026-05-01,1009,10,0
149405,743520,control,2026-05-01,729,17,3
214975,925220,test,2026-05-01,798,2,1
260265,474158,control,2026-05-01,61,11,1
757924,334081,test,2026-05-01,264,14,3
267753,797860,control,2026-05-01,334,25,3
930555,717558,test,2026-05-01,1798,18,3
813536,954017,control,2026-05-01,234,12,0
542666,283869,test,2026-05-01,42,14,2
725380,496764,test,2026-05-01,153,2,0
166613,421727,test,2026-05-01,216,6,1
503457,869649,control,2026-05-01,48,15,3
500156,821942,test,2026-05-01,1106,12,3
724834,408823,test,2026-05-01,87,13,1
590785,233534,control,2026-05-01,655,12,2
654816,286340,test,2026-05-01,140,11,0
363626,864234,control,2026-05-01,1895,12,2
680099,101885,control,2026-05-01,318,6,1
112038,836109,control,2026-05-01,260,10,0
813328,700660,test,2026-05-01,712,5,0
855731,510623,control,2026-05-01,153,8,2
220116,992083,test,2026-05-01,746,17,2
814825,908274,test,2026-05-01,259,11,1
663054,695048,test,2026-05-01,231,14,2
887352,133955,control,2026-05-01,384,12,1
379786,290926,test,2026-05-01,141,10,0
905934,731650,control,2026-05-01,346,6,1
772097,433674,control,2026-05-01,589,9,0
456699,948095,test,2026-05-01,41,12,4
216970,741079,test,2026-05-01,1250,14,4
407757,331625,control,2026-05-01,949,12,2
555884,770718,control,2026-05-01,65,15,1
265840,693022,control,2026-05-01,56,4,0
575763,209167,test,2026-05-01,974,16,1
103402,620287,test,2026-05-01,901,6,1
857168,247475,test,2026-05-01,782,16,0
854639,447255,test,2026-05-01,100,14,3
376183,881549,test,2026-05-01,2614,2,0
624902,181586,control,2026-05-01,197,15,2
898975,349556,test,2026-05-01,533,16,0
287330,463656,test,2026-05-01,540,18,3
632342,435039,control,2026-05-01,2065,8,0
211579,276042,control,2026-05-01,475,12,4
755674,767090,test,2026-05-01,636,15,2
412942,193035,control,2026-05-01,388,15,1
982554,961574,test,2026-05-01,126,14,1
769987,843404,test,2026-05-01,41,9,0
632323,802571,test,2026-05-01,433,16,2
738551,770147,control,2026-05-01,102,16,1
308573,864711,test,2026-05-01,595,11,1
260263,452058,test,2026-05-01,487,8,1
492077,568325,test,2026-05-01,475,8,2
899550,111949,control,2026-05-01,146,18,3
269396,378095,test,2026-05-01,1183,16,4
665579,319869,test,2026-05-01,675,11,4
916449,361662,test,2026-05-01,128,11,4
656116,826847,test,2026-05-01,3322,3,0
100599,171087,control,2026-05-01,340,11,2
728038,467506,control,2026-05-01,110,6,1
439902,369125,test,2026-05-01,196,12,1
612340,925250,test,2026-05-01,92,17,4
120422,213282,test,2026-05-01,1635,7,0
217301,855408,test,2026-05-01,1237,13,2
480612,101343,test,2026-05-01,879,16,3
972064,150486,control,2026-05-01,728,13,0
945964,504684,control,2026-05-01,1463,9,3
422451,559507,control,2026-05-01,329,12,1
351083,868170,control,2026-05-01,640,16,3
160738,540038,control,2026-05-01,186,13,4
352572,274418,control,2026-05-01,360,11,2
694916,534130,test,2026-05-01,658,17,4
182582,617033,control,2026-05-01,19,14,0
189814,497108,test,2026-05-01,225,5,1
867460,468292,test,2026-05-01,495,15,2
609597,672547,control,2026-05-01,388,16,3
955662,493580,test,2026-05-01,267,5,0
172574,206355,test,2026-05-01,756,1,0
897549,969067,control,2026-05-01,206,6,0
658582,602780,test,2026-05-01,123,11,0
903035,927043,test,2026-05-01,1371,17,2
231869,706135,control,2026-05-01,1191,7,1
234628,782591,control,2026-05-01,230,14,5
791798,895075,control,2026-05-01,392,1,0
598369,820539,test,2026-05-01,978,12,2
676510,336540,test,2026-05-01,438,9,0
273148,270557,control,2026-05-01,713,22,2
377932,573209,control,2026-05-01,675,2,0
653306,177289,control,2026-05-01,305,11,1
736059,938016,test,2026-05-01,703,2,0
543692,986846,test,2026-05-01,159,9,0
322086,135035,control,2026-05-01,622,3,0
665492,409234,test,2026-05-01,389,23,5
891952,121053,control,2026-05-01,292,10,3
865388,434198,test,2026-05-01,120,10,1
823378,373812,control,2026-05-01,478,11,1
310922,209812,control,2026-05-01,436,6,3
847581,177804,control,2026-05-01,181,17,4
426858,458411,test,2026-05-01,85,15,3
518373,278368,control,2026-05-01,81,16,1
804314,493696,control,2026-05-01,325,5,0
781446,268720,test,2026-05-01,570,17,1
491559,867541,control,2026-05-01,2670,17,1
559381,178645,control,2026-05-01,401,10,1
642717,673619,control,2026-05-01,82,16,2
573417,197627,control,2026-05-01,341,13,6
226882,454366,test,2026-05-01,1467,4,0
359947,722886,test,2026-05-01,212,11,2
335612,743453,test,2026-05-01,1285,9,3
167136,606186,control,2026-05-01,500,12,1
454508,838726,control,2026-05-01,801,17,1
122056,132498,control,2026-05-01,2694,3,0
716886,552275,test,2026-05-01,66,9,3
680828,785386,test,2026-05-01,1029,7,1
341292,273012,control,2026-05-01,381,8,1
717024,736818,test,2026-05-01,162,7,2
330914,555292,test,2026-05-01,379,12,1
107540,264735,control,2026-05-01,2277,14,1
174441,156157,test,2026-05-01,1595,13,2
842225,206176,test,2026-05-01,56,12,3
761759,447177,test,2026-05-01,194,15,1
161733,315535,test,2026-05-01,1078,23,2
340062,299212,control,2026-05-01,410,12,2
170674,529161,test,2026-05-01,412,17,1
132938,831063,test,2026-05-01,87,16,3
446479,681028,test,2026-05-01,199,20,3
174299,857111,control,2026-05-01,107,14,2
639131,865433,test,2026-05-01,80,7,2
349565,666362,control,2026-05-01,119,13,3
392004,378150,test,2026-05-01,165,13,1
801474,792687,test,2026-05-01,196,16,2
608993,395198,test,2026-05-01,180,7,1
324643,411847,control,2026-05-01,1164,18,4
665427,349087,control,2026-05-01,169,12,2
238739,200575,test,2026-05-01,1747,16,2
858490,152046,control,2026-05-01,258,13,3
698782,511987,control,2026-05-01,651,12,1
704201,699544,test,2026-05-01,672,13,3
595631,676363,control,2026-05-01,171,15,0
354801,980651,test,2026-05-01,302,21,1
922733,614796,control,2026-05-01,253,1,0
595948,261050,control,2026-05-01,609,14,1
946721,157152,control,2026-05-01,369,12,2
526833,478356,control,2026-05-01,198,11,2
299659,104000,test,2026-05-01,472,1,0
198907,548377,control,2026-05-01,589,14,3
201639,191884,test,2026-05-01,2670,11,2
790993,408857,test,2026-05-01,449,7,2
551989,963918,control,2026-05-01,424,12,2
471507,794178,control,2026-05-01,644,10,1
544154,755455,control,2026-05-01,162,3,0
531071,729371,test,2026-05-01,74,12,4
589710,603660,control,2026-05-01,307,14,1
864491,309374,control,2026-05-01,1226,9,2
156802,201698,test,2026-05-01,1441,13,1
806073,126985,test,2026-05-01,64,12,0
785197,317005,test,2026-05-01,817,17,5
777568,279130,test,2026-05-01,47,11,0
203198,769191,control,2026-05-01,664,16,3
163556,405986,control,2026-05-01,626,10,1
522179,185916,control,2026-05-01,74,21,5
863587,596574,control,2026-05-01,1141,9,2
455784,984756,test,2026-05-01,2401,8,0
939482,221119,control,2026-05-01,394,11,1
214576,423331,test,2026-05-01,483,8,0
360735,923002,control,2026-05-01,1842,5,0
300896,516774,test,2026-05-01,136,15,3
299448,593821,control,2026-05-01,139,1,0
662336,612855,test,2026-05-01,181,8,2
570405,793150,test,2026-05-01,435,5,0
246991,377877,control,2026-05-01,434,12,0
542374,195563,test,2026-05-01,241,1,0
292401,773045,control,2026-05-01,310,14,1
392075,670557,test,2026-05-01,244,15,2
585100,506351,control,2026-05-01,256,3,0
361941,293862,test,2026-05-01,194,12,6
179046,489043,test,2026-05-01,196,14,7
564656,499974,test,2026-05-01,56,16,2
947272,487345,test,2026-05-02,335,4,1
997546,295646,test,2026-05-02,59,3,1
677057,567429,test,2026-05-02,889,19,4
202664,146784,test,2026-05-02,239,7,0
153045,376085,test,2026-05-02,372,9,2
783823,561101,control,2026-05-02,289,15,1
666847,587648,control,2026-05-02,328,6,1
976638,376195,test,2026-05-02,1485,10,1
115474,337232,control,2026-05-02,108,16,3
197793,977740,control,2026-05-02,82,4,0
890170,381607,test,2026-05-02,473,9,0
989921,691655,control,2026-05-02,255,6,2
347861,164633,test,2026-05-02,601,8,2
274389,258471,control,2026-05-02,859,17,3
526156,888775,test,2026-05-02,138,19,3
609231,830302,control,2026-05-02,767,13,3
604740,799891,control,2026-05-02,151,14,2
324130,201400,test,2026-05-02,452,14,1
520521,189870,test,2026-05-02,121,8,1
161483,800596,control,2026-05-02,479,13,4
272634,460491,test,2026-05-02,411,5,2
497382,947438,control,2026-05-02,139,7,1
102260,667750,control,2026-05-02,107,11,1
509386,534096,control,2026-05-02,889,6,2
378085,893202,control,2026-05-02,266,5,1
922157,718372,control,2026-05-02,1155,8,1
923267,338564,control,2026-05-02,243,17,1
577110,680493,test,2026-05-02,1544,19,4
399105,163946,test,2026-05-02,162,11,1
543555,981639,test,2026-05-02,1831,14,2
830429,505910,control,2026-05-02,499,9,1
865990,958160,control,2026-05-02,626,1,0
921414,647967,test,2026-05-02,153,7,1
682765,538967,control,2026-05-02,870,10,2
794022,661527,test,2026-05-02,901,12,0
853305,820442,test,2026-05-02,303,11,2
610311,597889,control,2026-05-02,49,10,0
262316,700534,test,2026-05-02,137,9,1
299122,347088,control,2026-05-02,137,13,2
411120,599397,test,2026-05-02,658,5,1
328275,413369,control,2026-05-02,263,16,3
161324,182790,control,2026-05-02,268,9,2
707314,513982,test,2026-05-02,238,22,1
871476,995420,control,2026-05-02,1824,10,1
668532,849003,control,2026-05-02,439,9,1
163918,136415,test,2026-05-02,511,9,1
884309,626491,test,2026-05-02,226,9,2
428838,698967,control,2026-05-02,407,15,1
159942,641922,test,2026-05-02,158,11,2
152578,939333,test,2026-05-02,592,16,4
712554,699245,test,2026-05-02,133,14,3
599948,810446,test,2026-05-02,883,12,2
627276,750403,control,2026-05-02,201,13,3
994141,254610,test,2026-05-02,1083,17,2
656926,226124,test,2026-05-02,2827,15,3
265080,893969,test,2026-05-02,420,13,0
159642,570852,test,2026-05-02,1558,14,0
632496,281276,control,2026-05-02,890,6,0
184002,275284,test,2026-05-02,100,24,2
992697,322182,control,2026-05-02,469,14,2
294851,947732,test,2026-05-02,693,15,1
171849,302087,test,2026-05-02,763,11,4
723939,232315,control,2026-05-02,501,1,1
171262,144748,test,2026-05-02,495,10,4
808011,543940,control,2026-05-02,422,12,3
346629,182175,control,2026-05-02,479,7,3
523389,816308,test,2026-05-02,123,7,1
225710,556542,test,2026-05-02,331,10,1
697347,311727,control,2026-05-02,98,15,1
358175,962520,test,2026-05-02,255,18,3
707040,757694,test,2026-05-02,232,12,3
723398,255061,test,2026-05-02,218,9,1
141672,974625,test,2026-05-02,146,10,1
749468,723952,control,2026-05-02,549,12,2
185965,370413,test,2026-05-02,305,13,0
539589,435281,test,2026-05-02,275,14,3
789305,862422,control,2026-05-02,102,9,1
712024,946561,test,2026-05-02,311,14,4
692683,170267,test,2026-05-02,1320,14,4
648177,191254,control,2026-05-02,1340,10,0
431737,506951,test,2026-05-02,610,3,2
373432,683390,control,2026-05-02,312,7,3
314181,516656,control,2026-05-02,734,19,3
802258,678870,test,2026-05-02,215,3,1
850981,441968,control,2026-05-02,311,18,0
429445,998235,test,2026-05-02,199,3,2
350280,389617,test,2026-05-02,1041,8,1
378517,644932,control,2026-05-02,915,10,3
515011,580412,control,2026-05-02,405,20,2
237235,112964,test,2026-05-02,2371,12,3
804318,924758,control,2026-05-02,634,10,1
776856,834435,control,2026-05-02,599,7,1
414569,753323,control,2026-05-02,538,14,4
579434,716118,control,2026-05-02,118,9,2
431535,647945,test,2026-05-02,171,10,3
888387,919656,test,2026-05-02,397,10,1
176066,539976,control,2026-05-02,400,15,4
109767,217984,test,2026-05-02,757,15,3
580547,534574,control,2026-05-02,215,7,0
751332,256911,test,2026-05-02,450,8,2
690341,255398,test,2026-05-02,458,8,0
204837,694116,test,2026-05-02,477,12,3
176819,716493,control,2026-05-02,426,16,2
663750,710981,test,2026-05-02,103,12,2
323508,895216,control,2026-05-02,43,1,0
630458,205071,test,2026-05-02,163,15,3
378082,210766,test,2026-05-02,246,5,1
238890,690016,test,2026-05-02,129,8,2
465962,917411,control,2026-05-02,397,12,1
172132,205896,test,2026-05-02,1249,11,2
356150,923914,test,2026-05-02,867,16,1
487477,399990,test,2026-05-02,669,8,1
398830,661652,test,2026-05-02,1124,7,0
265409,460572,control,2026-05-02,166,10,2
559469,530849,control,2026-05-02,265,16,2
974244,376967,test,2026-05-02,776,15,4
669605,501650,control,2026-05-02,261,12,1
837715,786594,control,2026-05-02,275,18,2
417212,609172,test,2026-05-02,2703,17,2
741390,699809,control,2026-05-02,461,15,1
946305,738543,control,2026-05-02,2449,6,0
785743,596025,test,2026-05-02,67,15,3
654634,139285,test,2026-05-02,223,10,1
108203,280564,control,2026-05-02,631,10,1
800305,388792,control,2026-05-02,461,8,0
956795,522548,test,2026-05-02,53,11,1
681542,250840,test,2026-05-02,333,8,2
413921,748276,test,2026-05-02,4979,12,1
795613,738221,control,2026-05-02,537,11,1
208618,813884,control,2026-05-02,768,13,1
240814,827356,control,2026-05-02,220,14,5
377312,521233,test,2026-05-02,535,10,1
221035,140666,control,2026-05-02,414,8,0
212235,515018,control,2026-05-02,1285,1,0
878480,447596,test,2026-05-02,1245,15,3
680097,824056,test,2026-05-02,631,12,0
262998,349119,control,2026-05-02,450,11,2
385577,151685,control,2026-05-02,78,17,4
395442,881975,test,2026-05-02,75,5,0
734210,598302,control,2026-05-02,455,12,4
320861,381631,test,2026-05-02,1006,7,1
852470,490532,control,2026-05-02,1590,15,2
459536,121215,control,2026-05-02,172,1,1
313487,454278,control,2026-05-02,92,16,1
820892,957091,control,2026-05-02,1067,15,3
765046,932204,control,2026-05-02,185,7,2
994343,417776,test,2026-05-02,86,12,2
376807,426053,control,2026-05-02,256,7,0
629959,393964,test,2026-05-02,251,14,2
612262,983788,test,2026-05-02,1572,16,1
363319,615500,test,2026-05-02,997,6,1
987204,999924,test,2026-05-02,200,5,1
153266,830000,control,2026-05-02,1699,17,3
196781,818119,test,2026-05-02,475,21,4
765095,202988,control,2026-05-02,1212,14,1
544151,339030,control,2026-05-02,1583,14,0
969634,240913,test,2026-05-02,322,10,3
390120,415076,control,2026-05-02,743,12,0
146228,879850,test,2026-05-02,279,13,1
103717,564635,test,2026-05-02,1064,11,4
449759,911630,control,2026-05-02,459,18,2
908577,965938,test,2026-05-02,1096,12,2
237174,436454,test,2026-05-02,1928,13,1
768061,382507,control,2026-05-02,725,11,1
374680,864201,control,2026-05-02,382,11,2
269430,537017,test,2026-05-02,388,18,3
877236,734366,control,2026-05-02,21,12,4
563298,776913,control,2026-05-02,205,12,2
678478,193624,control,2026-05-02,1066,12,0
839945,297064,test,2026-05-02,1107,10,1
548462,563173,control,2026-05-02,201,4,0
688153,321659,control,2026-05-02,495,19,2
110139,963994,control,2026-05-02,347,17,2
217308,526949,control,2026-05-02,836,18,2
178898,876936,test,2026-05-02,3822,6,0
824586,607993,test,2026-05-02,852,19,6
256294,896386,test,2026-05-02,214,21,3
672092,641590,test,2026-05-02,388,17,2
137778,492073,control,2026-05-03,1706,20,2
975136,960899,test,2026-05-03,102,15,3
487151,158936,control,2026-05-03,226,7,2
710805,640299,control,2026-05-03,854,14,3
679364,929937,test,2026-05-03,1532,6,1
255287,266694,test,2026-05-03,771,9,2
550664,168804,control,2026-05-03,228,13,4
233636,426236,control,2026-05-03,718,12,1
143860,844037,test,2026-05-03,635,14,4
423232,631413,test,2026-05-03,596,3,1
482364,522979,control,2026-05-03,381,11,1
934794,242239,control,2026-05-03,442,14,1
141832,918430,test,2026-05-03,169,15,2
475190,992647,control,2026-05-03,5015,16,1
320281,649753,test,2026-05-03,491,13,1
815198,696296,test,2026-05-03,726,10,4
361650,130354,test,2026-05-03,337,14,2
799330,282176,test,2026-05-03,977,10,1
207786,302127,test,2026-05-03,114,16,1
470858,973390,test,2026-05-03,73,14,2
918011,310477,test,2026-05-03,407,11,2
687080,977633,test,2026-05-03,3274,8,0
526117,160426,test,2026-05-03,1405,17,2
750810,361609,control,2026-05-03,187,14,1
885884,134677,test,2026-05-03,703,22,3
262060,578621,test,2026-05-03,222,14,4
348237,153015,control,2026-05-03,643,15,1
270395,477880,control,2026-05-03,695,4,0
938742,838862,test,2026-05-03,1060,13,2
950155,308781,control,2026-05-03,87,10,2
285652,387286,control,2026-05-03,118,16,2
532322,486244,control,2026-05-03,389,13,2
125990,963508,test,2026-05-03,149,16,0
288073,586768,control,2026-05-03,138,22,3
872343,629663,test,2026-05-03,551,8,0
448321,516224,control,2026-05-03,168,16,1
920391,766275,control,2026-05-03,4014,15,2
531712,229890,test,2026-05-03,246,21,3
941204,814263,control,2026-05-03,320,15,1
802448,132047,test,2026-05-03,565,15,1
870763,353690,control,2026-05-03,92,16,3
950132,490559,test,2026-05-03,698,16,2
360222,612530,test,2026-05-03,590,19,1
379766,722899,test,2026-05-03,296,7,0
266931,567773,control,2026-05-03,552,10,2
925622,286209,test,2026-05-03,644,20,1
835343,597635,test,2026-05-03,1763,2,0
213346,715388,test,2026-05-03,5116,11,1
501124,678115,control,2026-05-03,145,12,3
140605,466749,control,2026-05-03,114,11,3
593554,460971,test,2026-05-03,465,19,4
333238,271456,test,2026-05-03,52,14,2
309267,978343,test,2026-05-03,803,10,2
956253,371224,test,2026-05-03,470,8,1
582662,885342,test,2026-05-03,606,13,1
466643,971230,control,2026-05-03,309,17,4
420015,822312,test,2026-05-03,541,12,5
960394,194782,test,2026-05-03,673,11,1
933980,398916,test,2026-05-03,512,8,2
338651,128783,control,2026-05-03,109,13,2
333752,505343,control,2026-05-03,498,13,2
124813,152062,control,2026-05-03,2681,8,1
792094,270820,test,2026-05-03,534,17,2
302511,995296,test,2026-05-03,481,20,5
517821,700056,test,2026-05-03,1998,12,3
444207,917711,test,2026-05-03,199,13,2
392136,324729,control,2026-05-03,1022,6,1
172792,998746,control,2026-05-03,247,15,3
910891,332103,control,2026-05-03,1244,14,1
392683,778827,control,2026-05-03,932,10,0
468203,336047,test,2026-05-03,278,8,2
772642,810614,control,2026-05-03,321,21,5
634150,316773,test,2026-05-03,1116,13,6
519093,382154,test,2026-05-03,65,7,0
812526,783238,control,2026-05-03,269,16,2
984642,529399,test,2026-05-03,780,13,3
662262,638214,test,2026-05-03,308,12,2
447235,121026,test,2026-05-03,480,16,3
128941,918207,control,2026-05-03,54,1,0
220944,904858,control,2026-05-03,178,2,0
373903,815338,test,2026-05-03,828,18,1
287241,109330,control,2026-05-03,198,11,1
708792,597126,test,2026-05-03,114,9,1
378361,238741,test,2026-05-03,1213,5,2
140115,778818,control,2026-05-03,703,12,0
213668,281614,control,2026-05-03,141,13,2
725550,730343,control,2026-05-03,482,19,6
555673,939767,test,2026-05-03,146,13,2
462479,108874,control,2026-05-03,360,10,0
863934,334639,control,2026-05-03,500,14,1
924629,364650,control,2026-05-03,187,17,3
428914,737894,test,2026-05-03,882,16,0
557592,944193,control,2026-05-03,1030,15,5
735656,420297,control,2026-05-03,546,13,2
636265,847362,test,2026-05-03,635,9,2
221263,843826,test,2026-05-03,98,6,1
503906,773962,test,2026-05-03,1639,6,3
704596,388755,control,2026-05-03,383,13,2
299312,544393,control,2026-05-03,164,14,3
367095,494763,control,2026-05-03,485,17,4
146542,992952,control,2026-05-03,884,14,4
843215,465648,control,2026-05-03,700,17,0
557239,581294,test,2026-05-03,141,11,1
101773,364239,test,2026-05-03,895,15,1
645175,328808,test,2026-05-03,395,6,0
945687,589368,test,2026-05-03,693,11,3
664607,416822,test,2026-05-03,188,2,0
820221,810091,control,2026-05-03,1195,12,1
854377,645928,test,2026-05-03,504,18,1
877991,964352,test,2026-05-03,1378,12,5
872840,753898,test,2026-05-03,90,15,4
803204,516444,test,2026-05-03,103,13,2
306606,712879,control,2026-05-03,330,9,2
481913,207282,control,2026-05-03,1821,11,2
552248,107704,control,2026-05-03,2989,17,3
173372,636361,test,2026-05-03,172,15,1
796503,794530,control,2026-05-03,442,8,2
446239,984247,control,2026-05-03,490,5,1
753425,980152,control,2026-05-03,861,13,3
429164,492408,test,2026-05-03,1017,9,1
795612,688730,control,2026-05-03,137,11,4
989208,778787,control,2026-05-03,447,4,1
230679,722615,control,2026-05-03,56,17,3
854717,738635,control,2026-05-03,944,11,3
414910,396408,test,2026-05-03,299,12,1
631756,412974,control,2026-05-03,125,7,0
424308,817659,test,2026-05-03,585,10,1
799287,213355,control,2026-05-03,290,12,2
528231,605139,test,2026-05-03,1482,8,0
442027,166938,test,2026-05-03,171,10,2
521947,452618,test,2026-05-03,3877,18,4
831076,389913,control,2026-05-03,986,3,0
410016,771712,test,2026-05-03,1521,12,2
681343,440930,control,2026-05-03,150,8,1
233470,390334,control,2026-05-03,2511,18,5
301158,373832,test,2026-05-03,124,11,2
540869,787991,test,2026-05-03,340,6,1
797229,845635,test,2026-05-03,1547,10,2
497562,783112,control,2026-05-03,696,13,1
810219,413305,control,2026-05-03,121,25,1
884475,297509,test,2026-05-03,1306,1,0
282480,257212,test,2026-05-03,589,6,0
745414,642421,control,2026-05-03,276,18,3
696750,902658,control,2026-05-03,89,4,1
415568,351974,control,2026-05-03,648,12,1
525800,159532,control,2026-05-03,356,9,1
674553,944554,test,2026-05-03,490,8,0
974224,998960,test,2026-05-03,86,11,2
100425,941339,test,2026-05-03,276,10,0
418635,949376,test,2026-05-03,678,17,3
400850,729180,test,2026-05-03,2742,18,2
320392,523727,test,2026-05-03,341,14,1
550770,792616,test,2026-05-03,1778,10,1
923927,435109,control,2026-05-03,922,13,3
708158,813824,control,2026-05-03,530,16,2
736130,246726,control,2026-05-03,152,17,2
786508,856320,control,2026-05-04,159,13,1
437902,126691,test,2026-05-04,778,19,3
587575,787237,control,2026-05-04,248,8,2
563246,621533,test,2026-05-04,226,17,3
563638,409963,control,2026-05-04,350,15,1
808446,372028,test,2026-05-04,356,8,2
324082,538897,control,2026-05-04,1033,13,0
636004,524252,test,2026-05-04,253,13,3
596171,507135,test,2026-05-04,935,11,3
932291,872519,control,2026-05-04,651,11,2
